simplified,vietnamese,pinyin,english,hsk_level
造,,zào,to make; to build; to manufacture; to invent; to fabricate; to go to; party (in a lawsuit or legal agreement); crop; classifier for crops,4
造成,,zào chéng,to bring about; to create; to cause,4
造型,,zào xíng,to model; to shape; appearance; style; design; form; pose,4
责任,,zé rèn,responsibility; blame; duty,4
怎么,,zěn me,how?; what?; why?,4
怎么办,,zěn me bàn,what's to be done,4
怎么样,,zěn me yàng,how?; how about?; how was it?; how are things?,4
怎样,,zěn yàng,how; what kind,4
增加,,zēng jiā,to raise; to increase,4
增长,,zēng zhǎng,to grow; to increase,4
展开,,zhǎn kāi,to unfold; to spread out; to open up; to launch; to carry out,4
占,,zhàn,variant of 占,4
战斗,,zhàn dòu,to fight; to engage in combat; struggle; battle,4
战胜,,zhàn shèng,to prevail over; to defeat; to surmount,4
战士,,zhàn shì,fighter; soldier; warrior,4
战争,,zhàn zhēng,war; conflict,4
站,,zhàn,station; to stand; to halt; to stop; branch of a company or organization; website,4
站住,,zhàn zhù,to stand,4
张,,Zhāng,surname Zhang,4
长,,cháng,length; long; forever; always; constantly,4
长城,,Cháng chéng,the Great Wall,4
长处,,cháng chù,good aspects; strong points,4
长大,,zhǎng dà,to grow up,4
长期,,cháng qī,long term; long time; long range (of a forecast),4
长途,,cháng tú,long distance,4
丈夫,,zhàng fu,husband,4
招呼,,zhāo hu,to call out to; to greet; to say hello to; to inform; to take care of; to take care that one does not,4
找,,zhǎo,to try to find; to look for; to call on sb; to find; to seek; to return; to give change,4
找出,,zhǎo chū,to find; to search out,4
找到,,zhǎo dào,to find,4
召开,,zhào kāi,to convene (a conference or meeting); to convoke; to call together,4
照,,zhào,variant of 照; to shine; to illuminate,4
照顾,,zhào gu,to take care of; to show consideration; to attend to; to look after,4
照片,,zhào piàn,photograph; picture,4
照相,,zhào xiàng,to take a photograph,4
折,,shé,"to snap; to break (a stick, a bone etc); (bound form) to sustain a loss (in business)",4
者,,zhě,"(after a verb or adjective) one who (is) ...; (after a noun) person involved in ...; -er; -ist; (used after a number or 后 or 前 to refer to sth mentioned previously); (used after a term, to mark a pause before defining the term); (old) (used at the end of a command); (old) this",4
这,,zhè,"(pronoun) this; these; (bound form) this; the (followed by a noun); (bound form) this; these (followed by a classifier) (in this sense, commonly pr. [zhèi], esp. in Beijing)",4
这边,,zhè biān,this side; here,4
这儿,,zhè r,here,4
这里,,zhè lǐ,variant of 这里,4
这么,,zhè me,so much; this much; how much?; this way; like this,4
这时,,zhè shí,at this time; at this moment,4
这时候,,zhè shíhòu,At this moment,4
这些,,zhè xiē,these,4
这样,,zhè yàng,this kind of; so; this way; like this; such,4
着,,zhāo,(chess) move; trick; all right!; (dialect) to add,4
着火,,zháo huǒ,to catch fire,4
着急,,zháo jí,to worry; to feel anxious; to feel a sense of urgency; to be in a hurry; Taiwan pr. [zhāo jí],4
著名,,zhù míng,famous; noted; well-known; celebrated,4
著作,,zhù zuò,to write; literary work; book; article; writings,4
针,,zhēn,needle; pin; injection; stitch,4
针对,,zhēn duì,to target; to focus on; to be aimed at or against; in response to,4
真,,zhēn,really; truly; indeed; real; true; genuine,4
真的,,zhēn de,"really, truly, indeed",4
真实,,zhēn shí,true; real,4
真正,,zhēn zhèng,genuine; real; true; really; indeed,4
阵,,zhèn,disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration,4
争,,zhēng,to strive for; to vie for; to argue or debate; deficient or lacking (dialect); how or what (literary),4
争论,,zhēng lùn,to argue; to debate; to contend; argument; contention; controversy; debate,4
争取,,zhēng qǔ,to fight for; to strive for; to win over,4
征服,,zhēng fú,to conquer; to subdue; to vanquish,4
征求,,zhēng qiú,"to solicit; to seek; to request (opinions, feedback etc); to petition",4
整,,zhěng,exactly; in good order; whole; complete; entire; in order; orderly; to repair; to mend; to renovate; (coll.) to fix sb; to give sb a hard time; to mess with sb,4
整个,,zhěng gè,whole; entire; total,4
整理,,zhěng lǐ,"to arrange; to tidy up; to sort out; to straighten out; to list systematically; to collate (data, files); to pack (luggage)",4
整齐,,zhěng qí,orderly; neat; even; tidy,4
整体,,zhěng tǐ,"whole entity; entire body; synthesis; as a whole (situation, construction, team etc); global; macrocosm; integral; holistic; whole",4
整天,,zhěng tiān,all day long; whole day,4
整整,,zhěng zhěng,whole; full,4
正,,zhēng,first month of the lunar year,4
正常,,zhèng cháng,regular; normal; ordinary,4
正好,,zhèng hǎo,just (in time); just right; just enough; to happen to; to chance to; by chance; it just so happens that,4
正确,,zhèng què,correct; sound; right; proper,4
正式,,zhèng shì,formal; official,4
正是,,zhèng shì,is precisely,4
正在,,zhèng zài,just at (that time); right in (that place); right in the middle of (doing sth),4
证,,zhèng,to admonish; variant of 证,4
证件,,zhèng jiàn,certificate; papers; credentials; document; ID,4
证据,,zhèng jù,evidence; proof; testimony,4
证明,,zhèng míng,proof; certificate; identification; testimonial; to prove; to testify; to confirm the truth of,4
政府,,zhèng fǔ,government,4
政治,,zhèng zhì,politics; political,4
之后,,zhī hòu,after; behind; (at the beginning of a sentence) afterwards; since then,4
之间,,zhī jiān,"(after a noun) between; among; amid; (used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 弹指之间)",4
之前,,zhī qián,before; prior to; ago; previously; beforehand,4
之一,,zhī yī,"one of (sth); one out of a multitude; one (third, quarter, percent etc)",4
支,,Zhī,surname Zhi,4
支持,,zhī chí,to be in favor of; to support; to back; support; backing; to stand by,4
支付,,zhī fù,to pay (money),4
知道,,zhī dào,to know; to become aware of; also pr. [zhī dao],4
知识,,zhī shi,knowledge; intellectual,4
直,,Zhí,"surname Zhi; Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 帝 descended from Shennong 神农 Farmer God",4
直播,,zhí bō,"(TV, radio) to broadcast live; live broadcast; (Internet) to livestream; (agriculture) direct seeding",4
直到,,zhí dào,until,4
直接,,zhí jiē,direct (opposite: indirect 间接); immediate; straightforward,4
值,,zhí,value; (to be) worth; to happen to; to be on duty,4
值得,,zhí de,to be worth; to deserve,4
职工,,zhí gōng,workers; staff,4
职业,,zhí yè,occupation; profession; vocation; professional,4
植物,,zhí wù,plant; vegetation,4
只,,zhǐ,only; merely; just; but,4
只好,,zhǐ hǎo,to have no other option but to ...; to have to; to be forced to,4
只能,,zhǐ néng,can only; obliged to do sth; to have no other choice,4
只是,,zhǐ shì,merely; only; just; nothing but; simply; but; however,4
只要,,zhǐ yào,if only; so long as,4
只有,,zhǐ yǒu,"only have ...; there is only ...; (used in combination with 才) it is only if one ... (that one can ...) (Example: 只有通过治疗才能痊愈 ""the only way to cure it is with therapy""); it is only ... (who ...) (Example: 要 ""only men would have such a requirement""); (used to indicate that one has no alternative) one can only (do a certain thing) (Example: 服 ""the only thing you can do is give in"")",4
纸,,zhǐ,variant of 纸,4
指,,zhǐ,finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end,4
指出,,zhǐ chū,to indicate; to point out,4
指导,,zhǐ dǎo,to guide; to give directions; to direct; to coach; guidance; tuition,4
指挥,,zhǐ huī,to conduct; to command; to direct; conductor (of an orchestra),4
至今,,zhì jīn,so far; to this day; until now,4
至少,,zhì shǎo,at least; (to say the) least,4
志愿,,zhì yuàn,aspiration; ambition; to volunteer,4
志愿者,,zhì yuàn zhě,volunteer,4
制订,,zhì dìng,to work out; to formulate,4
制定,,zhì dìng,to draw up; to formulate,4
制度,,zhì dù,"system (e.g. political, adminstrative etc); institution",4
制造,,zhì zào,to manufacture; to make,4
制作,,zhì zuò,to make; to manufacture,4
治,,zhì,to rule; to govern; to manage; to control; to harness (a river); to treat (a disease); to wipe out (a pest); to punish; to research,4
治疗,,zhì liáo,to treat (an illness); medical treatment; therapy,4
质量,,zhì liàng,quality; (physics) mass,4
智力,,zhì lì,intelligence; intellect,4
智能,,zhì néng,"intelligent; able; smart (phone, system, bomb etc)",4
中,,Zhōng,China; Chinese; surname Zhong,4
中部,,zhōng bù,middle part; central section,4
中餐,,zhōng cān,lunch; Chinese meal; Chinese food,4
中国,,Zhōng guó,China,4
中华民族,,Zhōng huá mín zú,the Chinese nation; the Chinese people (collective reference to all the ethnic groups in China),4
中级,,zhōng jí,middle level (in a hierarchy),4
中间,,zhōng jiān,the middle; the inside; in the middle; within; between; among; during; in the meantime,4
中奖,,zhòng jiǎng,to win a prize (in a lottery etc),4
中介,,zhōng jiè,to act as intermediary; to link; intermediate; inter-; agency; agent,4
中年,,zhōng nián,middle age,4
中文,,Zhōng wén,Chinese language,4
中午,,zhōng wǔ,noon; midday,4
中小学,,zhōng xiǎo xué,middle and elementary school,4
中心,,zhōng xīn,center; heart; core,4
中学,,zhōng xué,middle school,4
中学生,,zhōng xué shēng,middle-school student; high school student,4
中医,,Zhōng yī,traditional Chinese medical science; a doctor trained in Chinese medicine,4
终于,,zhōng yú,at last; in the end; finally; eventually,4
钟,,Zhōng,surname Zhong,4
种,,zhǒng,"seed; species; kind; type; classifier for types, kinds, sorts",4
种类,,zhǒng lèi,kind; genus; type; category; variety; species; sort; class,4
种植,,zhòng zhí,to plant; to grow (a crop); to cultivate,4
种子,,zhǒng zi,seed,4
重,,chóng,to repeat; repetition; again; re-; classifier: layer,4
重大,,zhòng dà,great; important; major; significant,4
重点,,chóng diǎn,to recount (e.g. results of election); to re-evaluate,4
重复,,chóng fù,to repeat; to duplicate,4
重量,,zhòng liàng,weight,4
重视,,zhòng shì,to attach importance to sth; to value,4
重新,,chóng xīn,again; once more; re-,4
重要,,zhòng yào,important; significant; major,4
周,,Zhōu,surname Zhou; Zhou Dynasty (1046-256 BC),4
周末,,zhōu mò,weekend,4
周年,,zhōu nián,anniversary; annual,4
周围,,zhōu wéi,environs; surroundings; periphery,4
猪,,zhū,hog; pig; swine,4
逐步,,zhú bù,progressively; step by step,4
逐渐,,zhú jiàn,gradually,4
主持,,zhǔ chí,to take charge of; to manage or direct; to preside over; to uphold; to stand for (justice etc); to host (a TV or radio program etc); (TV) anchor,4
主动,,zhǔ dòng,to take the initiative; to do sth of one's own accord; spontaneous; active; opposite: passive 被动; drive (of gears and shafts etc),4
主人,,zhǔ rén,master; host; owner,4
主任,,zhǔ rèn,director; head,4
主题,,zhǔ tí,theme; subject,4
主席,,zhǔ xí,chairperson; premier; chairman,4
主要,,zhǔ yào,main; principal; major; primary,4
主意,,zhǔ yi,plan; idea; decision; Beijing pr. [zhú yi],4
主张,,zhǔ zhāng,to advocate; to stand for; view; position; stand; proposition; viewpoint; assertion,4
住,,zhù,"to live; to dwell; to stay; to reside; to stop; (suffix indicating firmness, steadiness, or coming to a halt)",4
住房,,zhù fáng,housing,4
住院,,zhù yuàn,to be in hospital; to be hospitalized,4
注意,,zhù yì,to take note of; to pay attention to,4
祝,,Zhù,surname Zhu,4
祝福,,zhù fú,blessings; to wish sb well,4
抓,,zhuā,to grab; to catch; to arrest; to snatch; to scratch,4
抓紧,,zhuā jǐn,to keep a firm grip on; to pay close attention to; to lose no time in (doing sth),4
抓住,,zhuā zhù,to grab hold of; to capture,4
专家,,zhuān jiā,expert; specialist,4
专门,,zhuān mén,specialist; specialized; customized,4
专题,,zhuān tí,"specific topic (addressed by a book, lecture, TV program etc); article, report or program etc on a specific topic",4
专心,,zhuān xīn,to focus one's attention; to concentrate on (doing sth),4
专业,,zhuān yè,specialty; specialized field; main field of study (at university); major; professional,4
转,,zhuǎi,see 转文,4
转变,,zhuǎn biàn,to change; to transform; shift; transformation,4
转动,,zhuǎn dòng,to turn sth around; to swivel,4
转告,,zhuǎn gào,to pass on; to communicate; to transmit,4
转身,,zhuǎn shēn,(of a person) to turn round; to face about; (of a widow) to remarry (archaic),4
转弯,,zhuǎn wān,to turn; to go around a corner,4
转移,,zhuǎn yí,to shift; to relocate; to transfer; (fig.) to shift (attention); to change (the subject etc); (medicine) to metastasize,4
装,,zhuāng,adornment; to adorn; dress; clothing; costume (of an actor in a play); to play a role; to pretend; to install; to fix; to wrap (sth in a bag); to load; to pack,4
装修,,zhuāng xiū,to decorate; interior decoration; to fit up; to renovate,4
装置,,zhuāng zhì,to install; installation; equipment; system; unit; device,4
状况,,zhuàng kuàng,condition; state; situation,4
状态,,zhuàng tài,condition; state; state of affairs,4
追,,duī,to sculpt; to carve; musical instrument (old),4
追求,,zhuī qiú,to pursue (a goal etc) stubbornly; to seek after; to woo,4
准,,zhǔn,to allow; to grant; in accordance with; in the light of,4
准备,,zhǔn bèi,preparation; to prepare; to intend; to be about to; reserve (fund),4
准确,,zhǔn què,accurate; exact; precise,4
准时,,zhǔn shí,on time; punctual; on schedule,4
桌子,,zhuō zi,table; desk,4
资格,,zī gé,qualifications; seniority,4
资金,,zī jīn,funds; capital,4
资料,,zī liào,material; resources; data; information; profile (Internet),4
资源,,Zī yuán,"Ziyuan county in Guilin 林, Guangxi",4
字,,zì,letter; symbol; character; word; courtesy or style name traditionally given to males aged 20 in dynastic China,4
字典,,zì diǎn,"Chinese character dictionary (containing entries for single characters, contrasted with a 词典, which has entries for words of one or more characters); (coll.) dictionary",4
字母,,zì mǔ,letter (of the alphabet),4
自,,zì,self; oneself; from; since; naturally; surely,4
自从,,zì cóng,since (a time); ever since,4
自动,,zì dòng,automatic; voluntarily,4
自己,,zì jǐ,oneself; one's own,4
自觉,,zì jué,conscious; aware; on one's own initiative; conscientious,4
自然,,zì rán,nature; natural; naturally,4
自身,,zì shēn,itself; oneself; one's own,4
自信,,zì xìn,to have confidence in oneself; self-confidence,4
自行车,,zì xíng chē,bicycle; bike,4
自由,,zì yóu,freedom; liberty; free; unrestricted,4
