simplified,vietnamese,pinyin,english,hsk_level
泼,,pō,to splash; to spill; rough and coarse; brutish,6
扑,,pū,to throw oneself at; to pounce on; to devote one's energies; to flap; to flutter; to dab; to pat; to bend over,6
葡萄,,pú tao,grape,6
葡萄酒,,pú tao jiǔ,(grape) wine,6
普遍,,pǔ biàn,universal; general; widespread; common,6
普及,,pǔ jí,to spread extensively; to generalize; widespread; popular; universal; ubiquitous; pervasive,6
普通,,pǔ tōng,common; ordinary; general; average,6
普通话,,pǔ tōng huà,Mandarin (common language); Putonghua (common speech of the Chinese language); ordinary speech,6
铺,,pù,variant of 铺; store,6
七,,qī,seven; 7,6
妻子,,qī zǐ,wife and children,6
期,,qī,variant of 期; period; cycle,6
期待,,qī dài,to look forward to; to await; expectation,6
期间,,qī jiān,period of time; time; time period; period,6
期末,,qī mò,end of term,6
期望,,qī wàng,to have expectations; to earnestly hope; expectation; hope,6
期限,,qī xiàn,time limit; deadline; allotted time,6
期中,,qī zhōng,interim; midterm,6
欺负,,qī fu,to bully,6
齐,,Qí,(name of states and dynasties at several different periods); surname Qi,6
齐全,,qí quán,complete; comprehensive,6
其,,qí,his; her; its; their; that; such; it (refers to sth preceding it),6
其次,,qí cì,next; secondly,6
其实,,qí shí,actually; in fact; really,6
其他,,qí tā,other; (sth or sb) else; the rest,6
其余,,qí yú,the rest; the others; remaining; remainder; apart from them,6
其中,,qí zhōng,among; in; included among these,6
奇怪,,qí guài,strange; odd; to marvel; to be baffled,6
奇妙,,qí miào,fantastic; wonderful,6
骑,,jì,(Tw) saddle horse; mounted soldier,6
骑车,,qí chē,to ride a bike (motorbike or bicycle),6
企图,,qǐ tú,to attempt; to try; attempt,6
企业,,qǐ yè,company; firm; enterprise; corporation,6
启动,,qǐ dòng,to start (a machine); (fig.) to set in motion; to launch (an operation); to activate (a plan),6
启发,,qǐ fā,to enlighten; to explain (a text etc); to stimulate (a mental attitude); enlightenment; revelation; motivation,6
启事,,qǐ shì,"announcement (written, on billboard, letter, newspaper or website); to post information; a notice",6
起,,qǐ,"to rise; to raise; to get up; to set out; to start; to appear; to launch; to initiate (action); to draft; to establish; to get (from a depot or counter); verb suffix, to start; starting from (a time, place, price etc); classifier for occurrences or unpredictable events: case, instance; classifier for groups: batch, group",6
起床,,qǐ chuáng,to get out of bed; to get up,6
起到,,qǐ dào,(in an expression of the form 起到…用) to have (a (motivating etc) effect); to play (a (stabilizing etc) role),6
起点,,qǐ diǎn,starting point,6
起飞,,qǐ fēi,(of an aircraft) to take off,6
起来,,qǐ lai,to stand up; to get up; also pr. [qǐ lái],6
起码,,qǐ mǎ,at the minimum; at the very least,6
起诉,,qǐ sù,to sue; to bring a lawsuit against; to prosecute,6
气,,qì,gas; air; smell; weather; to make angry; to annoy; to get angry; vital energy; qi,6
气氛,,qì fēn,atmosphere; mood,6
气候,,qì hòu,(meteorology) climate; (fig.) climate; prevailing conditions (in human affairs),6
气球,,qì qiú,balloon,6
气体,,qì tǐ,gas (i.e. gaseous substance),6
气温,,qì wēn,air temperature,6
气象,,qì xiàng,meteorological feature; meteorology; atmosphere; ambience; scene,6
汽车,,qì chē,car; automobile; bus,6
汽水,,qì shuǐ,soda pop; carbonated soft drink,6
汽油,,qì yóu,gasoline,6
器官,,qì guān,(physiology) organ; apparatus,6
恰当,,qià dàng,appropriate; suitable,6
恰好,,qià hǎo,"as it turns out; by lucky coincidence; (of number, time, size etc) just right",6
恰恰,,qià qià,exactly; just; precisely,6
千,,qiān,thousand,6
千克,,qiān kè,kilogram,6
千万,,qiān wàn,ten million; countless; many; one must by all means,6
牵,,qiān,to lead along; to pull (an animal on a tether); (bound form) to involve; to draw in,6
铅笔,,qiān bǐ,(lead) pencil,6
谦虚,,qiān xū,modest; self-effacing; to make modest remarks,6
签,,qiān,to sign one's name; to write brief comments on a document; inscribed bamboo stick (variant of 签); visa,6
签订,,qiān dìng,to agree to and sign (a treaty etc),6
签名,,qiān míng,to sign (one's name with a pen etc); to autograph; signature,6
签约,,qiān yuē,to sign a contract or agreement,6
签证,,qiān zhèng,visa; to issue a visa,6
签字,,qiān zì,to sign (one's name); signature,6
前,,qián,front; forward; ahead; first; top (followed by a number); future; ago; before; BC (e.g. 前293年); former; formerly,6
前边,,qián bian,front; the front side; in front of,6
前方,,qián fāng,ahead; the front,6
前后,,qián hòu,around; from beginning to end; all around; front and rear,6
前进,,qián jìn,to go forward; to forge ahead; to advance; onward,6
前景,,qián jǐng,foreground; vista; (future) prospects; perspective,6
前来,,qián lái,to come (formal); before; previously,6
前面,,qián miàn,ahead; in front; preceding; above; also pr. [qián mian],6
前年,,qián nián,the year before last,6
前提,,qián tí,premise; precondition; prerequisite,6
前天,,qián tiān,the day before yesterday,6
前头,,qián tou,in front; at the head; ahead; above,6
前途,,qián tú,prospects; future outlook; journey,6
前往,,qián wǎng,to leave for; to proceed towards; to go to,6
钱,,Qián,surname Qian,6
钱包,,qián bāo,purse; wallet,6
潜力,,qián lì,potential; capacity,6
浅,,jiān,sound of moving water,6
欠,,qiàn,to owe; to lack; (literary) to be deficient in; (bound form) yawn; to raise slightly (a part of one's body),6
枪,,Qiāng,surname Qiang,6
强,,Qiáng,surname Qiang,6
强大,,qiáng dà,large; formidable; powerful; strong,6
强盗,,qiáng dào,to rob (with force); bandit; robber,6
强调,,qiáng diào,to emphasize (a statement); to stress,6
强度,,qiáng dù,strength; intensity,6
强化,,qiáng huà,to strengthen; to intensify,6
强烈,,qiáng liè,strong; intense,6
强迫,,qiǎng pò,to compel; to force,6
强势,,qiáng shì,strong; powerful; (linguistics) emphatic; intensive,6
强壮,,qiáng zhuàng,strong; sturdy; robust,6
墙,,qiáng,"variant of 墙, wall",6
墙壁,,qiáng bì,wall,6
抢,,qiāng,(literary) to knock against (esp. to knock one's head on the ground in grief or rage); opposite in direction; contrary,6
抢救,,qiǎng jiù,to rescue,6
悄悄,,qiāo qiāo,quiet; making little or no noise; surreptitious; stealthy; anxious; worried; Taiwan pr. [qiǎo qiǎo],6
敲,,qiāo,to hit; to strike; to tap; to rap; to knock; to rip sb off; to overcharge,6
敲门,,qiāo mén,to knock on a door,6
桥,,qiáo,bridge,6
桥梁,,qiáo liáng,bridge (lit. and fig.),6
瞧,,qiáo,to look at; to see; to see (a doctor); to visit,6
巧,,qiǎo,opportunely; coincidentally; as it happens; skillful; timely,6
巧克力,,qiǎo kè lì,chocolate (loanword),6
巧妙,,qiǎo miào,ingenious; clever; ingenuity; artifice,6
切,,qiē,to cut; to slice; to carve; (math) tangential,6
切实,,qiè shí,feasible; realistic; practical; earnestly; conscientiously,6
亲,,qīn,parent; one's own (flesh and blood); relative; related; marriage; bride; close; intimate; in person; first-hand; in favor of; pro-; to kiss; (Internet slang) dear,6
亲爱,,qīn ài,dear; beloved; darling,6
亲密,,qīn mì,intimate; close,6
亲切,,qīn qiè,amiable; cordial; close and dear; familiar,6
亲人,,qīn rén,one's close relatives,6
亲属,,qīn shǔ,kin; kindred; relatives,6
亲眼,,qīn yǎn,with one's own eyes; personally,6
亲自,,qīn zì,personally; in person; oneself,6
侵犯,,qīn fàn,to infringe on; to encroach on; to violate; to assault,6
琴,,qín,guqin 琴 (a type of zither); musical instrument in general,6
勤奋,,qín fèn,hardworking; diligent,6
青,,Qīng,"abbr. for 海, Qinghai Province",6
青春,,qīng chūn,youth; youthfulness,6
青年,,qīng nián,youth; youthful years; young person; the young,6
青少年,,qīng shào nián,adolescent; youth; teenager,6
轻,,qīng,light; easy; gentle; soft; reckless; unimportant; frivolous; small in number; unstressed; neutral; to disparage,6
轻松,,qīng sōng,light; gentle; relaxed; effortless; uncomplicated; to relax; to take things less seriously,6
轻易,,qīng yì,easily; lightly; rashly,6
倾向,,qīng xiàng,trend; tendency; orientation,6
清,,Qīng,Qing (Wade-Giles: Ch'ing) dynasty of imperial China (1644-1911); surname Qing,6
清晨,,qīng chén,early morning,6
清楚,,qīng chu,clear; distinct; to understand thoroughly; to be clear about,6
清洁,,qīng jié,clean; to clean,6
清洁工,,qīng jié gōng,cleaner; janitor; garbage collector,6
清理,,qīng lǐ,to clear up; to tidy up; to dispose of,6
清明节,,Qīng míng jié,"Qingming or Pure Brightness Festival or Tomb Sweeping Day, celebration for the dead (in early April)",6
清洗,,qīng xǐ,to wash; to clean; to purge,6
清醒,,qīng xǐng,clear-headed; sober; awake,6
情感,,qíng gǎn,feeling; emotion; to move (emotionally),6
情节,,qíng jié,circumstances; plot; storyline,6
情景,,qíng jǐng,scene; spectacle; circumstances; situation,6
情况,,qíng kuàng,circumstances; state of affairs; situation,6
情形,,qíng xing,circumstances; situation,6
情绪,,qíng xù,mood; state of mind; moodiness,6
晴,,qíng,clear; fine (weather),6
晴朗,,qíng lǎng,sunny and cloudless,6
晴天,,qíng tiān,clear sky; sunny day,6
请,,qǐng,to ask; to invite; please (do sth); to treat (to a meal etc); to request,6
请假,,qǐng jià,to request leave of absence,6
请教,,qǐng jiào,to ask for guidance; to consult,6
请进,,qǐng jìn,"""please come in""",6
请客,,qǐng kè,to give a dinner party; to entertain guests; to invite to dinner,6
请求,,qǐng qiú,to request; to ask; request,6
请问,,qǐng wèn,"Excuse me, may I ask...?",6
请坐,,qǐng zuò,"please, have a seat",6
庆祝,,qìng zhù,to celebrate,6
穷,,qióng,poor; destitute; to use up; to exhaust; thoroughly; extremely; (coll.) persistently and pointlessly,6
穷人,,qióng rén,poor people; the poor,6
秋季,,qiū jì,autumn; fall,6
秋天,,qiū tiān,autumn,6
求,,qiú,to seek; to look for; to request; to demand; to beseech,6
求职,,qiú zhí,to seek employment,6
球,,qiú,ball; sphere; globe; ball game; match,6
球场,,qiú chǎng,stadium; sports ground; court; pitch; field; golf course,6
球队,,qiú duì,"sports team (basketball, soccer, football etc)",6
球迷,,qiú mí,fan (ball sports),6
球拍,,qiú pāi,racket,6
球鞋,,qiú xié,athletic shoes,6
球星,,qiú xīng,sports star (ball sport),6
球员,,qiú yuán,(ball sports) player; team member,6
区,,Oū,surname Ou,6
区别,,qū bié,difference; to distinguish; to discriminate; to make a distinction,6
区分,,qū fēn,to differentiate; to draw a distinction; to divide into categories,6
区域,,qū yù,area; region; district,6
趋势,,qū shì,trend; tendency,6
渠道,,qú dào,irrigation ditch; (fig.) channel; means,6
取,,qǔ,to take; to get; to choose; to fetch,6
取得,,qǔ dé,to acquire; to get; to obtain,6
取款,,qǔ kuǎn,to withdraw money from a bank,6
取款机,,qǔ kuǎn jī,ATM,6
取消,,qǔ xiāo,to cancel; cancellation,6
去,,qù,to go; to go to (a place); (of a time etc) last; just passed; to send; to remove; to get rid of; to reduce; to be apart from in space or time; to die (euphemism); to play (a part); (when used either before or after a verb) to go in order to do sth; (after a verb of motion indicates movement away from the speaker); (used after certain verbs to indicate detachment or separation),6
去掉,,qù diào,to get rid of; to exclude; to eliminate; to remove; to delete; to strip out; to extract,6
去年,,qù nián,last year,6
去世,,qù shì,to pass away; to die,6
圈,,juān,to confine; to lock up; to pen in,6
全,,Quán,surname Quan,6
全部,,quán bù,whole; all,6
全场,,quán chǎng,everyone present; the whole audience; across-the-board; unanimously; whole duration (of a competition or match),6
全都,,quán dōu,all; without exception,6
全国,,quán guó,whole nation; nationwide; countrywide; national,6
全家,,quán jiā,whole family,6
全力,,quán lì,with all one's strength; full strength; all-out (effort); fully (support),6
全面,,quán miàn,all-around; comprehensive; total; overall,6
全年,,quán nián,the whole year; all year long,6
全球,,quán qiú,entire; total; global; the (whole) world; worldwide,6
全身,,quán shēn,the whole body; (typography) em,6
全世界,,quán shì jiè,worldwide; entire world,6
全体,,quán tǐ,all; entire,6
全新,,quán xīn,all new; completely new,6
权,,Quán,surname Quan,6
权力,,quán lì,power; authority,6
权利,,quán lì,right (i.e. an entitlement to sth); (classical) power and wealth,6
泉,,quán,spring (small stream); mouth of a spring; coin (archaic),6
劝,,quàn,to advise; to urge; to try to persuade; to exhort; to console; to soothe,6
券,,quàn,"bond (esp. document split in two, with each party holding one half); contract; deed (i.e. title deeds); ticket; voucher; certificate",6
缺,,quē,deficiency; lack; scarce; vacant post; to run short of,6
缺点,,quē diǎn,weak point; fault; shortcoming; disadvantage,6
缺乏,,quē fá,to lack; to be short of,6
缺少,,quē shǎo,lack; shortage of; shortfall; to be short (of); to lack,6
缺陷,,quē xiàn,defect; flaw,6
却,,què,old variant of 却,6
却是,,què shì,nevertheless; actually; the fact is ...,6
确保,,què bǎo,to ensure; to guarantee,6
确定,,què dìng,definite; certain; fixed; to fix (on sth); to determine; to be sure; to ensure; to make certain; to ascertain; to clinch; to recognize; to confirm; OK (on computer dialog box),6
确立,,què lì,to establish; to institute,6
确认,,què rèn,to confirm; to verify; confirmation,6
确实,,què shí,indeed; really; reliable; real; true,6
裙子,,qún zi,skirt,6
群,,qún,variant of 群,6
群体,,qún tǐ,community; colony,6
群众,,qún zhòng,mass; multitude; the masses,6
然而,,rán ér,however; yet; but,6
然后,,rán hòu,then; after that; afterwards,6
燃料,,rán liào,fuel,6
燃烧,,rán shāo,to ignite; to combust; to burn; combustion; flaming,6
染,,rǎn,to dye; to catch (a disease); to acquire (bad habits etc); to contaminate; to add color washes to a painting,6
让,,ràng,"to yield; to permit; to let sb do sth; to have sb do sth; to make sb (feel sad etc); by (indicates the agent in a passive clause, like 被)",6
让座,,ràng zuò,to give up one's seat for sb,6
绕,,rào,to wind; to coil (thread); to rotate around; to spiral; to move around; to go round (an obstacle); to by-pass; to make a detour; to confuse; to perplex,6
热,,rè,to warm up; to heat up; hot (of weather); heat; fervent,6
热爱,,rè ài,to love ardently; to adore,6
热点,,rè diǎn,hot spot; point of special interest,6
热量,,rè liàng,heat; quantity of heat; calorific value,6
热烈,,rè liè,enthusiastic; ardent; warm,6
