word,length,type,hsk_levels,appears_in_multiple_levels
规则,2,compound,4|5|6|7,yes
规定,2,compound,3|4|5|6|7,yes
规律,2,compound,4|5|6|7,yes
规格,2,compound,7,no
规模,2,compound,4|5|6|7,yes
规矩,2,compound,7,no
规范,2,compound,3|4|5|6|7,yes
视为,2,compound,5|6|7,yes
视力,2,compound,7,no
视察,2,compound,7,no
视线,2,compound,7,no
视觉,2,compound,7,no
视角,2,compound,7,no
视野,2,compound,7,no
视频,2,compound,5|6|7,yes
觉,1,single,6|7,yes
觉得,2,compound,1|2|3|4|5|6|7,yes
觉悟,2,compound,6|7,yes
觉醒,2,compound,7,no
角,1,single,2|3|4|5|6|7,yes
角度,2,compound,2|3|4|5|6|7,yes
角色,2,compound,4|5|6|7,yes
角落,2,compound,7,no
角逐,2,compound,7,no
解,1,single,6|7,yes
解体,2,compound,7,no
解决,2,compound,3|4|5|6|7,yes
解剖,2,compound,7,no
解围,2,compound,7,no
解开,2,compound,3|4|5|6|7,yes
解放,2,compound,5|6|7,yes
解救,2,compound,7,no
解散,2,compound,7,no
解析,2,compound,7,no
解答,2,compound,7,no
解脱,2,compound,7,no
解说,2,compound,6|7,yes
解读,2,compound,7,no
解释,2,compound,4|5|6|7,yes
解除,2,compound,5|6|7,yes
解雇,2,compound,7,no
触动,2,compound,7,no
触摸,2,compound,7,no
触犯,2,compound,7,no
触目惊心,4,compound,7,no
触觉,2,compound,7,no
言行,2,compound,7,no
言论,2,compound,7,no
言语,2,compound,5|6|7,yes
言辞,2,compound,7,no
警告,2,compound,5|6|7,yes
警官,2,compound,7,no
警察,2,compound,3|4|5|6|7,yes
警惕,2,compound,7,no
警车,2,compound,7,no
警钟,2,compound,7,no
譬如,2,compound,7,no
譬如说,3,compound,7,no
计,1,single,7,no
计划,2,compound,2|3|4|5|6|7,yes
计时,2,compound,7,no
计策,2,compound,7,no
计算,2,compound,3|4|5|6|7,yes
计算机,3,compound,2|3|4|5|6|7,yes
计较,2,compound,7,no
订,1,single,3|4|5|6|7,yes
订单,2,compound,7,no
订婚,2,compound,7,no
订立,2,compound,7,no
订购,2,compound,7,no
认,1,single,5|6|7,yes
认为,2,compound,2|3|4|5|6|7,yes
认出,2,compound,3|4|5|6|7,yes
认可,2,compound,3|4|5|6|7,yes
认同,2,compound,6|7,yes
认定,2,compound,5|6|7,yes
认得,2,compound,3|4|5|6|7,yes
认真,2,compound,1|2|3|4|5|6|7,yes
认知,2,compound,7,no
认证,2,compound,7,no
认识,2,compound,1|2|3|4|5|6|7,yes
认错,2,compound,7,no
讥笑,2,compound,7,no
讨,1,single,7,no
讨人喜欢,4,compound,7,no
讨价还价,4,compound,7,no
讨厌,2,compound,5|6|7,yes
讨好,2,compound,7,no
讨论,2,compound,2|3|4|5|6|7,yes
让,1,single,2|3|4|5|6|7,yes
让座,2,compound,6|7,yes
让步,2,compound,7,no
训,1,single,7,no
训练,2,compound,3|4|5|6|7,yes
议,1,single,7,no
议会,2,compound,7,no
议员,2,compound,7,no
议程,2,compound,7,no
议论,2,compound,4|5|6|7,yes
议题,2,compound,6|7,yes
记,1,single,1|2|3|4|5|6|7,yes
记住,2,compound,1|2|3|4|5|6|7,yes
记号,2,compound,7,no
记录,2,compound,3|4|5|6|7,yes
记得,2,compound,1|2|3|4|5|6|7,yes
记忆,2,compound,5|6|7,yes
记忆犹新,4,compound,7,no
记者,2,compound,3|4|5|6|7,yes
记载,2,compound,4|5|6|7,yes
讲,1,single,2|3|4|5|6|7,yes
讲学,2,compound,7,no
讲座,2,compound,4|5|6|7,yes
讲究,2,compound,4|5|6|7,yes
讲解,2,compound,7,no
讲话,2,compound,2|3|4|5|6|7,yes
讲课,2,compound,6|7,yes
讲述,2,compound,7,no
许,1,single,7,no
许可,2,compound,5|6|7,yes
许可证,3,compound,7,no
许多,2,compound,2|3|4|5|6|7,yes
讹诈,2,compound,7,no
论坛,2,compound,7,no
论文,2,compound,4|5|6|7,yes
论证,2,compound,7,no
论述,2,compound,7,no
讽刺,2,compound,7,no
设,1,single,7,no
设备,2,compound,3|4|5|6|7,yes
设定,2,compound,7,no
设想,2,compound,5|6|7,yes
设施,2,compound,4|5|6|7,yes
设法,2,compound,7,no
设立,2,compound,3|4|5|6|7,yes
设置,2,compound,4|5|6|7,yes
设计,2,compound,3|4|5|6|7,yes
设计师,3,compound,6|7,yes
访谈,2,compound,7,no
访问,2,compound,3|4|5|6|7,yes
诀别,2,compound,7,no
诀窍,2,compound,7,no
证,1,single,3|4|5|6|7,yes
证书,2,compound,5|6|7,yes
证人,2,compound,7,no
证件,2,compound,3|4|5|6|7,yes
证实,2,compound,5|6|7,yes
证据,2,compound,3|4|5|6|7,yes
证明,2,compound,3|4|5|6|7,yes
评,1,single,6|7,yes
评价,2,compound,3|4|5|6|7,yes
评估,2,compound,5|6|7,yes
评判,2,compound,7,no
评委,2,compound,7,no
评定,2,compound,7,no
评审,2,compound,7,no
评论,2,compound,5|6|7,yes
评论员,3,compound,7,no
评选,2,compound,6|7,yes
识,1,single,6|7,yes
识别,2,compound,7,no
识字,2,compound,6|7,yes
诈骗,2,compound,7,no
诉苦,2,compound,7,no
诉讼,2,compound,7,no
诉说,2,compound,7,no
诊所,2,compound,7,no
诊断,2,compound,5|6|7,yes
词,1,single,2|3|4|5|6|7,yes
词典,2,compound,2|3|4|5|6|7,yes
词汇,2,compound,4|5|6|7,yes
词语,2,compound,2|3|4|5|6|7,yes
译,1,single,7,no
试,1,single,1|2|3|4|5|6|7,yes
试卷,2,compound,4|5|6|7,yes
试图,2,compound,5|6|7,yes
试探,2,compound,7,no
试点,2,compound,6|7,yes
试用,2,compound,7,no
试用期,3,compound,7,no
试行,2,compound,7,no
试题,2,compound,3|4|5|6|7,yes
试验,2,compound,3|4|5|6|7,yes
诗,1,single,4|5|6|7,yes
诗人,2,compound,4|5|6|7,yes
诗歌,2,compound,5|6|7,yes
诚信,2,compound,4|5|6|7,yes
诚实,2,compound,4|5|6|7,yes
诚心诚意,4,compound,7,no
诚恳,2,compound,7,no
诚意,2,compound,7,no
诚挚,2,compound,7,no
话,1,single,1|2|3|4|5|6|7,yes
话剧,2,compound,3|4|5|6|7,yes
话筒,2,compound,7,no
话语,2,compound,7,no
话费,2,compound,7,no
话题,2,compound,3|4|5|6|7,yes
诞生,2,compound,6|7,yes
诞辰,2,compound,7,no
询问,2,compound,5|6|7,yes
该,1,single,2|3|4|5|6|7,yes
详尽,2,compound,7,no
详细,2,compound,5|6|7,yes
诧异,2,compound,7,no
语气,2,compound,7,no
语法,2,compound,4|5|6|7,yes
语言,2,compound,2|3|4|5|6|7,yes
语音,2,compound,4|5|6|7,yes
误,1,single,6|7,yes
误会,2,compound,4|5|6|7,yes
误区,2,compound,7,no
误导,2,compound,7,no
误差,2,compound,7,no
误解,2,compound,5|6|7,yes
诱人,2,compound,7,no
诱发,2,compound,7,no
诱惑,2,compound,7,no
诱饵,2,compound,7,no
说,1,single,1|2|3|4|5|6|7,yes
说不上,3,compound,7,no
说不定,3,compound,4|5|6|7,yes
说到底,3,compound,7,no
说实话,3,compound,6|7,yes
说干就干,4,compound,7,no
说情,2,compound,7,no
说明,2,compound,2|3|4|5|6|7,yes
说明书,3,compound,6|7,yes
说服,2,compound,4|5|6|7,yes
说法,2,compound,5|6|7,yes
说白了,3,compound,7,no
说真的,3,compound,7,no
说老实话,4,compound,7,no
说话,2,compound,1|2|3|4|5|6|7,yes
说谎,2,compound,7,no
说起来,3,compound,7,no
说道,2,compound,7,no
说闲话,3,compound,7,no
请,1,single,1|2|3|4|5|6|7,yes
请假,2,compound,1|2|3|4|5|6|7,yes
请坐,2,compound,1|2|3|4|5|6|7,yes
请客,2,compound,2|3|4|5|6|7,yes
请帖,2,compound,7,no
请教,2,compound,3|4|5|6|7,yes
请柬,2,compound,7,no
请求,2,compound,2|3|4|5|6|7,yes
请进,2,compound,1|2|3|4|5|6|7,yes
请问,2,compound,1|2|3|4|5|6|7,yes
诸位,2,compound,6|7,yes
诸多,2,compound,7,no
诸如此类,4,compound,7,no
诺言,2,compound,7,no
读,1,single,1|2|3|4|5|6|7,yes
读书,2,compound,1|2|3|4|5|6|7,yes
读者,2,compound,3|4|5|6|7,yes
读音,2,compound,2|3|4|5|6|7,yes
诽谤,2,compound,7,no
课,1,single,1|2|3|4|5|6|7,yes
课堂,2,compound,2|3|4|5|6|7,yes
课文,2,compound,1|2|3|4|5|6|7,yes
课本,2,compound,1|2|3|4|5|6|7,yes
课程,2,compound,3|4|5|6|7,yes
课题,2,compound,5|6|7,yes
谁,1,single,1|2|3|4|5|6|7,yes
谁知道,3,compound,7,no
调,1,single,3|4|5|6|7,yes
调侃,2,compound,7,no
调动,2,compound,5|6|7,yes
调度,2,compound,7,no
调控,2,compound,7,no
调整,2,compound,3|4|5|6|7,yes
调料,2,compound,7,no
调查,2,compound,3|4|5|6|7,yes
调皮,2,compound,4|5|6|7,yes
调研,2,compound,6|7,yes
调节,2,compound,5|6|7,yes
调解,2,compound,5|6|7,yes
调试,2,compound,7,no
谅解,2,compound,7,no
谈,1,single,3|4|5|6|7,yes
谈不上,3,compound,7,no
谈判,2,compound,3|4|5|6|7,yes
谈到,2,compound,7,no
谈论,2,compound,7,no
谈话,2,compound,3|4|5|6|7,yes
谈起,2,compound,7,no
谋害,2,compound,7,no
谋求,2,compound,7,no
谋生,2,compound,7,no
谎言,2,compound,7,no
谎话,2,compound,7,no
谜,1,single,7,no
谜团,2,compound,7,no
谜底,2,compound,7,no
谜语,2,compound,7,no
谢谢,2,compound,1|2|3|4|5|6|7,yes
谣言,2,compound,7,no
谦虚,2,compound,6|7,yes
谦逊,2,compound,7,no
谨慎,2,compound,7,no
谱,1,single,7,no
谴责,2,compound,7,no
豁,1,single,7,no
豁出去,3,compound,7,no
豁达,2,compound,7,no
豆制品,3,compound,5|6|7,yes
豆子,2,compound,7,no
豆浆,2,compound,7,no
豆腐,2,compound,4|5|6|7,yes
象征,2,compound,5|6|7,yes
豪华,2,compound,7,no
豹,1,single,7,no
贝壳,2,compound,7,no
负,1,single,6|7,yes
负担,2,compound,4|5|6|7,yes
负有,2,compound,7,no
负责,2,compound,3|4|5|6|7,yes
负责人,3,compound,5|6|7,yes
负面,2,compound,7,no
贡献,2,compound,6|7,yes
财产,2,compound,4|5|6|7,yes
财力,2,compound,7,no
财务,2,compound,7,no
财富,2,compound,4|5|6|7,yes
财政,2,compound,7,no
财物,2,compound,7,no
财经,2,compound,7,no
责任,2,compound,3|4|5|6|7,yes
责任感,3,compound,7,no
责备,2,compound,7,no
责怪,2,compound,7,no
败,1,single,4|5|6|7,yes
账,1,single,6|7,yes
账单,2,compound,7,no
账号,2,compound,7,no
账户,2,compound,6|7,yes
货,1,single,4|5|6|7,yes
货币,2,compound,7,no
货物,2,compound,7,no
货车,2,compound,7,no
货运,2,compound,7,no
质地,2,compound,7,no
质朴,2,compound,7,no
质疑,2,compound,7,no
质量,2,compound,4|5|6|7,yes
质问,2,compound,7,no
贩卖,2,compound,7,no
贪,1,single,7,no
贪婪,2,compound,7,no
贪污,2,compound,7,no
贪玩儿,3,compound,7,no
贫困,2,compound,6|7,yes
贫富,2,compound,7,no
贫穷,2,compound,7,no
贬值,2,compound,7,no
购,1,single,7,no
购买,2,compound,4|5|6|7,yes
购物,2,compound,4|5|6|7,yes
贮藏,2,compound,7,no
贯彻,2,compound,7,no
贯穿,2,compound,7,no
贯通,2,compound,7,no
贱,1,single,7,no
贴,1,single,4|5|6|7,yes
贴切,2,compound,7,no
贴近,2,compound,7,no
贵,1,single,1|2|3|4|5|6|7,yes
贵宾,2,compound,7,no
贵族,2,compound,7,no
贵重,2,compound,7,no
贷款,2,compound,5|6|7,yes
贸易,2,compound,5|6|7,yes
费,1,single,3|4|5|6|7,yes
费劲,2,compound,7,no
费用,2,compound,3|4|5|6|7,yes
贺信,2,compound,7,no
贺卡,2,compound,5|6|7,yes
贺电,2,compound,7,no
贼,1,single,7,no
贿赂,2,compound,7,no
资产,2,compound,5|6|7,yes
资助,2,compound,5|6|7,yes
资历,2,compound,7,no
资料,2,compound,4|5|6|7,yes
资本,2,compound,5|6|7,yes
资本主义,4,compound,7,no
资格,2,compound,3|4|5|6|7,yes
资深,2,compound,7,no
资源,2,compound,4|5|6|7,yes
资讯,2,compound,7,no
资金,2,compound,3|4|5|6|7,yes
赋予,2,compound,7,no
赌,1,single,6|7,yes
赌博,2,compound,6|7,yes
赎,1,single,7,no
赏,1,single,4|5|6|7,yes
赐,1,single,7,no
赐教,2,compound,7,no
赔,1,single,5|6|7,yes
赔偿,2,compound,5|6|7,yes
赔钱,2,compound,7,no
赖,1,single,6|7,yes
赚,1,single,6|7,yes
赚钱,2,compound,6|7,yes
赛,1,single,6|7,yes
赛场,2,compound,6|7,yes
赛跑,2,compound,7,no
赛车,2,compound,7,no
赞不绝口,4,compound,7,no
赞助,2,compound,4|5|6|7,yes
赞叹,2,compound,7,no
赞叹不已,4,compound,7,no
赞同,2,compound,7,no
赞成,2,compound,4|5|6|7,yes
赞扬,2,compound,7,no
赞美,2,compound,7,no
赞许,2,compound,7,no
赞赏,2,compound,4|5|6|7,yes
赠,1,single,5|6|7,yes
赠送,2,compound,5|6|7,yes
赡养,2,compound,7,no
赢,1,single,3|4|5|6|7,yes
赢家,2,compound,7,no
赢得,2,compound,4|5|6|7,yes
赤字,2,compound,7,no
赫然,2,compound,7,no
走,1,single,1|2|3|4|5|6|7,yes
走后门,3,compound,7,no
走廊,2,compound,7,no
走开,2,compound,2|3|4|5|6|7,yes
走弯路,3,compound,7,no
走投无路,4,compound,7,no
走私,2,compound,6|7,yes
走路,2,compound,1|2|3|4|5|6|7,yes
走过,2,compound,2|3|4|5|6|7,yes
走过场,3,compound,7,no
走近,2,compound,7,no
走进,2,compound,2|3|4|5|6|7,yes
赴,1,single,7,no
赶,1,single,3|4|5|6|7,yes
赶上,2,compound,6|7,yes
赶不上,3,compound,6|7,yes
赶到,2,compound,3|4|5|6|7,yes
赶往,2,compound,7,no
赶忙,2,compound,6|7,yes
赶快,2,compound,3|4|5|6|7,yes
赶紧,2,compound,3|4|5|6|7,yes
赶赴,2,compound,7,no
起,1,single,1|2|3|4|5|6|7,yes
起伏,2,compound,7,no
起初,2,compound,7,no
起到,2,compound,5|6|7,yes
起劲,2,compound,7,no
起床,2,compound,1|2|3|4|5|6|7,yes
起来,2,compound,1|2|3|4|5|6|7,yes
起步,2,compound,7,no
起源,2,compound,7,no
起点,2,compound,6|7,yes
起码,2,compound,5|6|7,yes
起程,2,compound,7,no
起草,2,compound,7,no
起诉,2,compound,6|7,yes
起跑线,3,compound,7,no
起飞,2,compound,2|3|4|5|6|7,yes
趁,1,single,7,no
趁早,2,compound,7,no
趁机,2,compound,7,no
趁着,2,compound,7,no
超,1,single,6|7,yes
超出,2,compound,6|7,yes
超前,2,compound,7,no
超市,2,compound,2|3|4|5|6|7,yes
超标,2,compound,7,no
超级,2,compound,3|4|5|6|7,yes
超越,2,compound,5|6|7,yes
超车,2,compound,7,no
超过,2,compound,2|3|4|5|6|7,yes
超速,2,compound,7,no
越,1,single,2|3|4|5|6|7,yes
越发,2,compound,7,no
越来越,3,compound,2|3|4|5|6|7,yes
越过,2,compound,7,no
趋于,2,compound,7,no
趋势,2,compound,4|5|6|7,yes
趟,1,single,6|7,yes
趣味,2,compound,7,no
足,1,single,6|7,yes
足以,2,compound,6|7,yes
足够,2,compound,3|4|5|6|7,yes
足智多谋,4,compound,7,no
足球,2,compound,3|4|5|6|7,yes
足迹,2,compound,7,no
趴,1,single,7,no
跌,1,single,6|7,yes
跑,1,single,1|2|3|4|5|6|7,yes
跑步,2,compound,3|4|5|6|7,yes
跑车,2,compound,7,no
跑道,2,compound,7,no
跑龙套,3,compound,7,no
距,1,single,7,no
距离,2,compound,4|5|6|7,yes
跟,1,single,1|2|3|4|5|6|7,yes
跟上,2,compound,7,no
跟不上,3,compound,7,no
跟前,2,compound,5|6|7,yes
跟踪,2,compound,7,no
跟随,2,compound,5|6|7,yes
跨,1,single,6|7,yes
跨国,2,compound,7,no
跨越,2,compound,7,no
跪,1,single,6|7,yes
路,1,single,1|2|3|4|5|6|7,yes
路上,2,compound,1|2|3|4|5|6|7,yes
路人,2,compound,7,no
路况,2,compound,7,no
路口,2,compound,1|2|3|4|5|6|7,yes
路子,2,compound,7,no
路段,2,compound,7,no
路灯,2,compound,7,no
路程,2,compound,7,no
路线,2,compound,3|4|5|6|7,yes
路边,2,compound,2|3|4|5|6|7,yes
路过,2,compound,6|7,yes
路途,2,compound,7,no
路面,2,compound,7,no
跳,1,single,3|4|5|6|7,yes
跳伞,2,compound,7,no
跳动,2,compound,7,no
跳槽,2,compound,7,no
跳水,2,compound,6|7,yes
跳舞,2,compound,3|4|5|6|7,yes
跳跃,2,compound,7,no
跳远,2,compound,3|4|5|6|7,yes
跳高,2,compound,3|4|5|6|7,yes
踊跃,2,compound,7,no
踏,1,single,6|7,yes
踏上,2,compound,7,no
踏实,2,compound,6|7,yes
踢,1,single,6|7,yes
踩,1,single,6|7,yes
踹,1,single,7,no
蹦,1,single,7,no
蹬,1,single,7,no
蹭,1,single,7,no
蹲,1,single,6|7,yes
身上,2,compound,1|2|3|4|5|6|7,yes
身不由己,4,compound,7,no
身价,2,compound,7,no
身份,2,compound,4|5|6|7,yes
身份证,3,compound,3|4|5|6|7,yes
身体,2,compound,1|2|3|4|5|6|7,yes
身子,2,compound,7,no
身影,2,compound,7,no
身心,2,compound,7,no
身材,2,compound,4|5|6|7,yes
身躯,2,compound,7,no
身边,2,compound,2|3|4|5|6|7,yes
身高,2,compound,4|5|6|7,yes
躲,1,single,5|6|7,yes
躲藏,2,compound,7,no
躲避,2,compound,7,no
躺,1,single,4|5|6|7,yes
车,1,single,1|2|3|4|5|6|7,yes
车上,2,compound,1|2|3|4|5|6|7,yes
车主,2,compound,5|6|7,yes
车位,2,compound,7,no
车厢,2,compound,7,no
车号,2,compound,6|7,yes
车型,2,compound,7,no
车展,2,compound,6|7,yes
车牌,2,compound,6|7,yes
车票,2,compound,1|2|3|4|5|6|7,yes
车祸,2,compound,7,no
车站,2,compound,1|2|3|4|5|6|7,yes
车轮,2,compound,7,no
车轴,2,compound,7,no
车辆,2,compound,2|3|4|5|6|7,yes
车速,2,compound,7,no
车道,2,compound,7,no
车间,2,compound,7,no
轨迹,2,compound,7,no
轨道,2,compound,6|7,yes
转,1,single,3|4|5|6|7,yes
转交,2,compound,7,no
转动,2,compound,4|5|6|7,yes
转化,2,compound,5|6|7,yes
转变,2,compound,3|4|5|6|7,yes
转向,2,compound,5|6|7,yes
转告,2,compound,4|5|6|7,yes
转型,2,compound,7,no
转学,2,compound,7,no
转弯,2,compound,4|5|6|7,yes
转悠,2,compound,7,no
转折,2,compound,7,no
转折点,3,compound,7,no
转换,2,compound,5|6|7,yes
转播,2,compound,7,no
转机,2,compound,7,no
转眼,2,compound,7,no
转移,2,compound,4|5|6|7,yes
转让,2,compound,5|6|7,yes
转身,2,compound,4|5|6|7,yes
转载,2,compound,7,no
转达,2,compound,7,no
轮,1,single,4|5|6|7,yes
轮子,2,compound,4|5|6|7,yes
轮廓,2,compound,7,no
轮换,2,compound,7,no
轮椅,2,compound,4|5|6|7,yes
轮流,2,compound,7,no
轮胎,2,compound,7,no
轮船,2,compound,4|5|6|7,yes
软,1,single,5|6|7,yes
软件,2,compound,5|6|7,yes
软实力,3,compound,7,no
软弱,2,compound,7,no
轰,1,single,7,no
轰动,2,compound,7,no
轰炸,2,compound,7,no
轻,1,single,2|3|4|5|6|7,yes
轻型,2,compound,7,no
轻微,2,compound,7,no
轻易,2,compound,4|5|6|7,yes
轻松,2,compound,4|5|6|7,yes
轻而易举,4,compound,7,no
轻蔑,2,compound,7,no
载体,2,compound,7,no
轿车,2,compound,7,no
较,1,single,3|4|5|6|7,yes
较劲,2,compound,7,no
较量,2,compound,7,no
辅助,2,compound,5|6|7,yes
辅导,2,compound,7,no
辆,1,single,2|3|4|5|6|7,yes
辈,1,single,5|6|7,yes
辉煌,2,compound,7,no
辐射,2,compound,7,no
输,1,single,3|4|5|6|7,yes
输入,2,compound,3|4|5|6|7,yes
输出,2,compound,5|6|7,yes
输家,2,compound,7,no
输液,2,compound,7,no
输血,2,compound,7,no
输送,2,compound,7,no
辛勤,2,compound,7,no
辛苦,2,compound,5|6|7,yes
辛酸,2,compound,7,no
辜负,2,compound,7,no
辞,1,single,7,no
辞典,2,compound,5|6|7,yes
辞去,2,compound,7,no
辞呈,2,compound,7,no
辞职,2,compound,5|6|7,yes
辞退,2,compound,7,no
辣,1,single,4|5|6|7,yes
辣椒,2,compound,7,no
辨别,2,compound,7,no
辨认,2,compound,7,no
辩,1,single,7,no
辩护,2,compound,7,no
辩解,2,compound,7,no
辩论,2,compound,4|5|6|7,yes
辫子,2,compound,7,no
边,1,single,2|3|4|5|6|7,yes
边境,2,compound,5|6|7,yes
边界,2,compound,7,no
边疆,2,compound,7,no
边缘,2,compound,6|7,yes
边远,2,compound,7,no
辽阔,2,compound,7,no
达到,2,compound,3|4|5|6|7,yes
达成,2,compound,5|6|7,yes
达标,2,compound,7,no
迁,1,single,7,no
迁就,2,compound,7,no
迁移,2,compound,7,no
迄今,2,compound,7,no
迄今为止,4,compound,7,no
迅速,2,compound,4|5|6|7,yes
过,1,single,1|2|3|4|5|6|7,yes
过不去,3,compound,7,no
过于,2,compound,5|6|7,yes
过关,2,compound,7,no
过分,2,compound,4|5|6|7,yes
过剩,2,compound,7,no
过半,2,compound,7,no
过去,2,compound,2|3|4|5|6|7,yes
过后,2,compound,6|7,yes
过境,2,compound,7,no
过失,2,compound,7,no
过头,2,compound,7,no
过奖,2,compound,7,no
过年,2,compound,2|3|4|5|6|7,yes
过度,2,compound,5|6|7,yes
过往,2,compound,7,no
过意不去,4,compound,7,no
过敏,2,compound,5|6|7,yes
过日子,3,compound,7,no
过早,2,compound,7,no
过时,2,compound,6|7,yes
过期,2,compound,7,no
过来,2,compound,2|3|4|5|6|7,yes
过渡,2,compound,6|7,yes
过滤,2,compound,7,no
过瘾,2,compound,7,no
过硬,2,compound,7,no
过程,2,compound,3|4|5|6|7,yes
过节,2,compound,7,no
过道,2,compound,7,no
过错,2,compound,7,no
迈,1,single,7,no
迈进,2,compound,7,no
迎,1,single,7,no
迎合,2,compound,7,no
迎接,2,compound,3|4|5|6|7,yes
迎来,2,compound,6|7,yes
运,1,single,5|6|7,yes
运作,2,compound,6|7,yes
运动,2,compound,2|3|4|5|6|7,yes
运动会,3,compound,4|5|6|7,yes
运动员,3,compound,4|5|6|7,yes
运气,2,compound,4|5|6|7,yes
运河,2,compound,7,no
运用,2,compound,4|5|6|7,yes
运营,2,compound,7,no
运行,2,compound,5|6|7,yes
运转,2,compound,7,no
运输,2,compound,3|4|5|6|7,yes
运送,2,compound,7,no
近,1,single,2|3|4|5|6|7,yes
近代,2,compound,4|5|6|7,yes
近年来,3,compound,7,no
近日,2,compound,6|7,yes
近期,2,compound,3|4|5|6|7,yes
近来,2,compound,5|6|7,yes
近视,2,compound,6|7,yes
返回,2,compound,5|6|7,yes
返还,2,compound,7,no
还,1,single,1|2|3|4|5|6|7,yes
还原,2,compound,7,no
还是,2,compound,1|2|3|4|5|6|7,yes
还有,2,compound,1|2|3|4|5|6|7,yes
还款,2,compound,7,no
这,1,single,1|2|3|4|5|6|7,yes
这么,2,compound,2|3|4|5|6|7,yes
这些,2,compound,1|2|3|4|5|6|7,yes
这会儿,3,compound,7,no
这儿,2,compound,1|2|3|4|5|6|7,yes
这就是说,4,compound,6|7,yes
这时,2,compound,2|3|4|5|6|7,yes
这时候,3,compound,2|3|4|5|6|7,yes
这样,2,compound,2|3|4|5|6|7,yes
这样一来,4,compound,7,no
这边,2,compound,1|2|3|4|5|6|7,yes
这里,2,compound,1|2|3|4|5|6|7,yes
进,1,single,1|2|3|4|5|6|7,yes
进一步,3,compound,3|4|5|6|7,yes
进修,2,compound,7,no
进入,2,compound,2|3|4|5|6|7,yes
进出,2,compound,7,no
进出口,3,compound,7,no
进化,2,compound,5|6|7,yes
进去,2,compound,1|2|3|4|5|6|7,yes
进口,2,compound,4|5|6|7,yes
进场,2,compound,7,no
进展,2,compound,3|4|5|6|7,yes
进度,2,compound,7,no
进攻,2,compound,6|7,yes
进来,2,compound,1|2|3|4|5|6|7,yes
进步,2,compound,3|4|5|6|7,yes
进程,2,compound,7,no
进而,2,compound,7,no
进行,2,compound,2|3|4|5|6|7,yes
远,1,single,1|2|3|4|5|6|7,yes
远处,2,compound,5|6|7,yes
远方,2,compound,6|7,yes
远离,2,compound,6|7,yes
远程,2,compound,7,no
远见,2,compound,7,no
远近闻名,4,compound,7,no
远远,2,compound,6|7,yes
违反,2,compound,5|6|7,yes
违法,2,compound,5|6|7,yes
违章,2,compound,7,no
违约,2,compound,7,no
违背,2,compound,7,no
违规,2,compound,5|6|7,yes
连,1,single,3|4|5|6|7,yes
连任,2,compound,7,no
连夜,2,compound,7,no
连忙,2,compound,3|4|5|6|7,yes
连接,2,compound,5|6|7,yes
连滚带爬,4,compound,7,no
连续,2,compound,3|4|5|6|7,yes
连续剧,3,compound,3|4|5|6|7,yes
连绵,2,compound,7,no
连锁,2,compound,7,no
连锁店,3,compound,7,no
迟,1,single,5|6|7,yes
迟到,2,compound,4|5|6|7,yes
迟早,2,compound,7,no
迟疑,2,compound,7,no
迟迟,2,compound,7,no
迫不及待,4,compound,7,no
迫使,2,compound,7,no
迫切,2,compound,4|5|6|7,yes
迫害,2,compound,7,no
迭起,2,compound,7,no
迷,1,single,3|4|5|6|7,yes
迷人,2,compound,5|6|7,yes
迷信,2,compound,5|6|7,yes
迷失,2,compound,7,no
迷恋,2,compound,7,no
迷惑,2,compound,7,no
迷惑不解,4,compound,7,no
迷路,2,compound,7,no
迹象,2,compound,7,no
追,1,single,3|4|5|6|7,yes
追尾,2,compound,7,no
追悼会,3,compound,7,no
追求,2,compound,4|5|6|7,yes
追溯,2,compound,7,no
追究,2,compound,6|7,yes
追赶,2,compound,7,no
追踪,2,compound,7,no
追逐,2,compound,7,no
追问,2,compound,7,no
追随,2,compound,7,no
退,1,single,3|4|5|6|7,yes
退休,2,compound,3|4|5|6|7,yes
退休金,3,compound,7,no
退出,2,compound,3|4|5|6|7,yes
退却,2,compound,7,no
退回,2,compound,7,no
退学,2,compound,7,no
退役,2,compound,7,no
退票,2,compound,6|7,yes
退缩,2,compound,7,no
退让,2,compound,7,no
送,1,single,1|2|3|4|5|6|7,yes
送别,2,compound,7,no
送到,2,compound,2|3|4|5|6|7,yes
送礼,2,compound,6|7,yes
送给,2,compound,2|3|4|5|6|7,yes
送行,2,compound,6|7,yes
适合,2,compound,3|4|5|6|7,yes
适宜,2,compound,7,no
适应,2,compound,3|4|5|6|7,yes
适度,2,compound,7,no
适当,2,compound,6|7,yes
适时,2,compound,7,no
适用,2,compound,3|4|5|6|7,yes
适量,2,compound,7,no
逃,1,single,5|6|7,yes
逃亡,2,compound,7,no
逃生,2,compound,7,no
逃走,2,compound,5|6|7,yes
逃跑,2,compound,5|6|7,yes
逃避,2,compound,7,no
逆,1,single,7,no
选,1,single,2|3|4|5|6|7,yes
选举,2,compound,6|7,yes
选修,2,compound,5|6|7,yes
选手,2,compound,3|4|5|6|7,yes
选拔,2,compound,6|7,yes
选择,2,compound,4|5|6|7,yes
选民,2,compound,7,no
选用,2,compound,7,no
选项,2,compound,7,no
逊色,2,compound,7,no
透,1,single,4|5|6|7,yes
透彻,2,compound,7,no
透支,2,compound,7,no
透明,2,compound,4|5|6|7,yes
透气,2,compound,7,no
透过,2,compound,7,no
透露,2,compound,6|7,yes
逐年,2,compound,7,no
